extraña,seltsam
historias,Geschichten
aquella,das
tenéis,Sie haben
solos,allein
apoyo,Unterstützung für
bala,Patrone
verdadera,WAHR
tiro,warf
época,Epoche
puente,Brücke
olvídalo,Vergiss es
distancia,Distanz
desea,will
dejarlo,Lass es
pelear,Streit
pierna,Bein
echar,Wurf
descanso,Unterbrechung
américa,Amerika
área,Bereich
orgulloso,stolz
datos,Daten
espectáculo,Show
sube,steigt
dejaste,Du bist gegangen
acabas,Du beendest
verá,Du wirst sehen
magia,Magie
nacional,National
universo,Universum
llevaba,ich hatte
necesitar,brauchen
nariz,Nase
aquellos,diese
clases,Lektionen
jake,Jake
casas,Häuser
vergüenza,Schande
estarán,wird sein
monstruo,Monster-
princesa,Prinzessin
autobús,Bus
cuidar,sich kümmern um
ei,Ei
huevos,Eier
pocos,wenig
podrás,du kannst
enferma,krank
paseo,Spaziergang
detalles,Einzelheiten
llamadas,Anrufe
belleza,Schönheit
francia,Frankreich
abierto,offen
viviendo,Leben
envió,Versand
puntos,Punkte
ministro,Minister
conducir,Reiten
aceptar,akzeptieren
borracho,betrunken
animal,Tier
caballos,Pferde
trajo,Er brachte
contrato,Vertrag
viernes,Freitag
bobby,Bobby
martin,Martin
amy,Amy
bienvenidos,Herzlich willkommen
ex,ex
hechos,Fakten
sociedad,Gesellschaft
dra.,Dra.
tengan,haben
quede,bleiben übrig
inglaterra,England
carga,Last
diste,Du gabst
puto,Ficken
lleve,Ich trug
presente,Gegenwärtig
conocía,ich wusste
uso,verwenden
dedos,Finger
oferta,Angebot
sentía,Ich fühlte
proteger,beschützen
daniel,Daniel
date,Datum
hiciera,gemacht
hablé,ich sprach
recibir,bekommen
agradezco,ich schätze
robar,Stehlen
enamorado,geliebt
sepas,kennt
oeste,Westen
herida,Wunde
despacio,langsam
ayude,Hilfe
supe,ich wusste
directamente,direkt
inmediato,sofort
profesional,Fachmann
oscuro,Dunkel
mercado,Markt
cerdo,Schweinefleisch
tardes,Nachmittag
líder,Führer
grave,ernst
llegué,ich kam an
jurado,Jury
casos,Fälle
acuerdas,Du stimmst zu
ahi,da drüben
desaparecido,fehlen
debió,hatte
hubieras,Du würdest haben
últimamente,in letzter Zeit
piedra,Stein
éramos,Wir waren
habló,sprechen
charles,Charles
paga,Zahlen
secretos,Geheimnisse
digamos,Sagen wir
intención,Absicht
humor,Humor
dura,schwer
dará,geben
seguros,Versicherung
leo,Löwe
adam,Adam
and,und
ángeles,Engel
querría,ich würde wollen
cerrar,schließen
conseguido,erreicht
peso,Gewicht
víctimas,die Opfer
asesinado,ermordet
humana,Mensch
directo,gerade
central,zentral
termina,endet
compañeros,Begleiter
escuchado,angehört
contento,froh
llevan,Sie tragen
podré,Ich werde in der Lage sein
oscuridad,Dunkelheit
actuar,Gesetz
siga,Folgen
llevado,getragen
comenzó,gestartet
regresa,kam zurück
privado,Privatgelände
mirada,sehen
demonio,teuflisch
abierta,offen
kevin,Kevin
m,m
llámame,Ruf mich an
siguen,Sie machen weiter
romper,Unterbrechung
cambia,Veränderung
fiscal,fiskal
jardín,Hof
natural,natürlich
gratis,frei
cuesta,kosten
amenaza,Drohung
pon,stellen
marca,Marke
comenzar,Start
ponte,stellen
medicina,Medizin
podremos,Wir werden können
tomé,nehmen
preciosa,kostbar
sexual,sexuell
acceso,Zugang
necesidad,brauchen
dueño,Eigentümer
merece,verdient
rayos,Strahl
d,d
mintiendo,lügnerisch
tantas,viele
imagino,ich stelle mir vor
fantasma,Geist
creerlo,Glaube es
llamé,Ich rief
ponga,Stellen
brian,Brian
dé,von
pollo,Hähnchen
varios,mehrere
efecto,Wirkung
felicidad,Glück
espada,Schwert
relaciones,Beziehungen
entró,ich betrete
resultado,Ergebnis
sombrero,Hut
menor,unerheblich
recibido,erhalten
negra,Schwarz
to,zu
habido,Da waren
limpio,gereinigt
china,China
juegos,Spiele
correo,Post
confía,Vertrauen
video,Video
perfectamente,perfekt
harán,Sie werden es tun
teatro,Theater
dormido,schlafend
local,lokal
quedado,links
lástima,Mitleid
calles,Straßen
créeme,vertrau mir
responsabilidad,Verantwortung
búsqueda,Suche
dedo,Finger
tonta,dumm
recuerdos,Grüße
razones,Gründe dafür
escuchando,Hören
eric,Eric
elegir,wählen
amas,Du liebst
huele,riecht
almuerzo,Mittagessen
cien,einhundert
adn,DNA
tantos,so viele
pago,Zahlung
normalmente,normalerweise
mr,Herr
pastel,Kuchen
bastardo,Bastard
cinta,Stirnband
pasé,das passiert
dígame,Sag mir
anna,Anna
costa,Küste
levántate,Steh auf
llamando,Berufung
cerrado,abgeschlossen
interés,Interesse
enfermera,Krankenschwester
comienzo,Anfang
olvidé,vergessen
fuese,Es war
militar,Militär-
polvo,Staub
bella,schön
quedo,Ich verbleibe
kate,Kate
encontraste,im Gegensatz
voluntad,Werden
varias,mehrere
teoría,Theorie
roja,Rot
cuento,Geschichte
escenario,Landschaft
diario,Täglich
propiedad,Eigentum
agujero,Loch
aspecto,Aussehen
campamento,Lager
descansar,sich ausruhen
matarme,Töte mich
metido,beteiligt
quiso,Er wollte
ángel,Engel
enviar,Senden
impresionante,Genial
proceso,Prozess
intentado,versucht
mio,Mine
fuente,Schriftart
alcalde,Bürgermeister
ocurrido,passiert
malos,Schlecht
carretera,Autobahn
desapareció,Er verschwand
desayuno,Frühstück
débil,schwach
roma,Rom
sabido,bekannt
comienza,beginnt
tambien,Auch
intentarlo,Versuchen
miembro,Mitglied
perdiendo,verlieren
hayan,haben
fueras,Du warst
resultados,Ergebnisse
jerry,Jerry
mata,Busch
sr,Herr
valiente,tapfer
deber,"müssen, zu ... haben"
pecho,Truhe
gustó,Geschmack
oyes,du hörst
thomas,Thomas
periódico,Zeitung
mami,Mama
piensan,Sie denken
washington,Washington
tv,Fernseher
cansada,Müde
limpiar,Aufräumen
crear,erschaffen
explicar,erklären
robado,Gestohlen
resolver,lösen
maté,Kamerad
guapo,Gutaussehend
continuar,fortsetzen
sheriff,Sheriff
funcionar,Funktion
extra,extra
primo,Cousin
manejar,handhaben
primeros,Erste
acto,Handlung
poniendo,Aufstellen
números,Zahlen
kilómetros,Kilometer
andy,Andy
llevará,tragen
rachel,Rachel
niñas,Mädchen
premio,belohnen
internet,Internet
harías,Du würdest
inútil,Nicht zu gebrauchen
domingo,Sonntag
tomas,Nimmt
sensación,Sensation
alcohol,Alkohol
tercera,dritte
agentes,Agenten
disculpas,Entschuldigung
antiguo,alt
guapa,schön
asustado,besorgt
puedan,kann
sexy,sexy
genio,Genius
recuperar,abrufen
creemos,Wir glauben
lengua,Sprache
ladrón,Dieb
intenté,Ich habe es versucht
examen,Prüfung
deprisa,schnell
montaña,Berg
durmiendo,Schlafen
disparar,schießen
entrenador,Coach
queso,Käse
entero,ganz
papeles,Papiere
pones,Du legst
modelo,Modell
fútbol,Fußball
detener,haben
lados,Seiten
miembros,Mitglieder
sábado,Samstag
pongo,ich lege
mataron,Sie töteten
vuelvas,Komm zurück
talento,Talent
descubrir,entdecken
gordo,Fett
tribunal,Gericht
toque,Ich berührte
wow,Beeindruckend
hables,Sie sprechen
conocemos,Wir wissen
haberme,haben
dispuesto,bereit
tamaño,Größe
dejen,Verlassen
maravillosa,wunderbar
invitado,Gast
importantes,wichtig
derechos,Rechte
scott,Scott
declaración,Aussage
claramente,deutlich
pacientes,Patienten
pérdida,Verlust
in,in
iban,wir gehen
pudiste,Sie könnten
profundo,tief
gas,Gas
aeropuerto,Flughafen
consigue,erhalten
olvidar,vergessen
gloria,Herrlichkeit
olvides,Vergessen
volviendo,zurückkommen
coge,Nehmen
fué,es war
llamaba,Ich rief
pete,Pete
tendrán,Sie werden haben
instituto,Institut
disparo,Schießen
encuentras,Sie finden
querían,Sie wollten
hablemos,Lass uns reden
dia,Tag
enviado,senden
pertenece,Es gehört
sienta,Gefühl
pensó,Gedanke
cadáver,Leichnam
gracia,Anmut
doctora,Arzt
escuchen,Hören
amante,Liebhaber
temporada,Jahreszeit
kim,Kim
cuerpos,Körper
amigas,Freunde
larry,Larry
preguntaba,Ich fragte
francés,Französisch
mataste,töte dich
techo,die Decke
íbamos,wir sind gegangen
protección,Schutz
médicos,Ärzte
lisa,glatt
venganza,Rache
pensamos,Wir glauben
walter,Walter
contó,gesagt
discutir,streiten
comprendo,verstehe
idiotas,Idioten
enemigos,Feinde
camisa,T-Shirt
superior,höher
criminal,kriminell
preocupada,besorgt
bote,Boot
escribió,schrieb
llevamos,wir tragen
testigos,Zeugen
recoger,aufsammeln
emily,Emily
truco,Trick
jason,Jason
original,Original
pide,fragt
jeff,Jeff
rosa,Rose
mama,Mutter
negros,Schwarze
sobrevivir,überleben
rostro,Gesicht
crédito,Anerkennung
compartir,Teilen
saca,rausziehen
irás,du wirst gehen
pequeñas,wenig
veía,ich sah
empezando,beginnend
registro,Anmeldung
continúa,Mach weiter
grandioso,herrlich
viniste,bist du gekommen
esquina,Ecke
contado,Kasse
tengamos,Lass uns
cientos,Hunderte
tormenta,Sturm
relájate,entspann dich
siéntese,Hinsetzen
chocolate,Schokolade
matt,Matt
pedazo,Stück
tomo,ich nehme
olor,Geruch
ciencia,Wissenschaft
kelly,Kelly
conexión,Verbindung
vieron,Sie sahen
salón,Wohnzimmer
sucio,schmutzig
firma,Unterschrift
vimos,wir sahen
pidiendo,fragen
casarse,heiraten
bebida,Getränk
tercer,dritte
propios,besitzen
fuertes,kraftvoll
lluvia,Regen
recién,neu
tomaré,ich werde nehmen
complicado,kompliziert
europa,Europa
toques,Berührungen
cámaras,Kameras
visión,Vision
llego,angekommen
americano,amerikanisch
diversión,Spaß
pareció,es schien
libras,Pfund
curso,Klasse
disco,Scheibe
probable,wahrscheinlich
precioso,schön
tenia,hatte
lago,See
leído,lesen
consiguió,habe
parecido,ähnlich
material,Material
discurso,Rede
entera,ganz
it,Artikel
corta,kurz
completa,Komplett
decirles,Erzähl es ihnen
lunes,Montag
efectivo,Kasse
cura,Heilung
antigua,alt
hablan,Sie sprechen
juntas,zusammen
william,Wilhelm
cáncer,Krebs
funeral,Beerdigung
jodido,Ficken
dave,Dave
artista,Künstler
favorito,Favorit
guste,Wie
cae,fällt herunter
termine,ich beendete
entrevista,Interview
sir,Herr
pintura,Farbe
quieto,still
falso,gefälscht
india,Indien
corto,kurz
inteligencia,Intelligenz
destruir,zerstören
cargos,Gebühren
podías,Sie könnten
mentiras,Lügen
señoras,Damen
helado,gefroren
felicidades,Herzliche Glückwünsche
camioneta,Van
mueve,Bewegung
aparte,Außerdem
rock,Felsen
tumba,Grab
seguimos,Wir machen weiter
hablaba,Sie sprach
verle,sehe ihn
mapa,Karte
tarea,Aufgabe
cambió,Rückgeld
móvil,"Handy, Mobiltelefon"
equivocada,falsch
responder,Antworten
vacío,leer
felicitaciones,Herzliche Glückwünsche
computadora,Computer
estudiante,Schüler
muriendo,Absterben
construir,aufbauen
conocen,Sie wissen
clara,klar
solución,Lösung
mundial,Welt
plato,Gericht
famoso,berühmt
des,Des
dirá,werde erzählen
ambas,beide
tecnología,Technologie
notas,Noten
malditos,Verdammt
cabrón,Blödmann
condiciones,Bedingungen
dudo,ich bezweifle
robó,der Diebstahl
escucho,ich höre
laura,Laura
rápidamente,schnell
bordo,Tafel
nieve,Schnee
mensajes,Mitteilungen
fecha,Datum
violencia,Gewalt
n,n
sujeto,Thema
acciones,Aktionen
fría,kalt
droga,Arzneimittel
saldrá,Es wird herauskommen
suponía,soll
empezamos,Wir starten
errores,Fehler
grace,Anmut
siglo,Jahrhundert
molesto,verärgern
acabamos,wir beenden
sabéis,Du weisst
cortar,schneiden
seria,wäre
muevas,Bewegung
fortuna,Reichtum
of,von
imaginar,Vorstellen
archivos,Aufzeichnungen
presencia,Gegenwart
familias,Familien
ey,Hey
quedas,Sie bleiben
solas,allein
oficiales,Offiziere
aventura,Abenteuer
gira,Tour
social,Sozial
comunidad,Gemeinschaft
annie,Annie
alan,Alan
cero,Null
clark,Clark
esperamos,wir warten
ocupada,belebt
muévete,mach weiter
convertido,umgewandelt
carl,Carl
pieza,Teil
estómago,Magen
disparó,Schießen
legal,legal
conseguí,ich habe
emma,Emma
carter,Sumpf
california,Kalifornien
rara,seltsam
estudiantes,Studenten
reino,Königreich
alegría,Glück
barrio,Nachbarschaft
granja,Bauernhof
podéis,du kannst
esfuerzo,Anstrengung
trabajaba,Ich habe gearbeitet
claire,Claire
perdóname,vergib mir
tesoro,Schatz
empleo,Arbeit
compré,ich kaufte
cirugía,Chirurgie
dejamos,Wir verlassen
busco,ich suche
trabajas,du arbeitest
clave,Schlüsselcode
aparentemente,offenbar
bravo,Bravo
ed,ed
desearía,Ich möchte
cerrada,abgeschlossen
new,Neu
chicago,Chicago
controlar,überprüfen
pregunté,Ich fragte nach
mostrar,zeigen
piloto,Pilot
pocas,wenig
tuvieron,Sie hatten
ayudarle,dir helfen
bolso,Handtasche
llorando,Weinen
kyle,Kyle
duerme,schlafen
dejarme,Verlasse mich
intentó,versucht
respirar,atmen
aparece,erscheinen
campaña,Kampagne
amistad,Freundschaft
corriente,Strom
viven,Sie leben
huesos,Knochen
invitados,Gäste
planta,Pflanze
ritmo,schwingen
respuestas,Antworten
socio,Partner
esperas,Du erwartest
caído,gefallen
motor,Motor
mono,Verneigung
llevaron,Sie haben getragen
página,Seite
poquito,ein wenig
u,oder
habíamos,Wir hatten
encontraremos,Wir werden finden
ruego,Ich flehe
dejan,verlassen
aburrido,gelangweilt
paquete,Paket
casada,verheiratet
llevarte,Nimm dich
ted,Ted
combate,Kampf
útil,Nützlich
castillo,Schloss
bola,Ball
canciones,Lieder
mataré,ich werde töten
muchísimo,sehr viel
asistente,Teilnehmer
llegaron,Sie kamen an
correcta,Korrekt
pondré,ich werde legen
simon,Simon
comido,Gegessen
salgan,herauskommen
empecé,ich begann
tirar,Wurf
pasan,passieren
cierta,Stimmt
honesto,ehrlich
carro,Wagen
limpia,sauber
volví,ich bin zurückgekehrt
confío,Ich vertraue darauf
venta,Verkauf
huir,weglaufen
apareció,zeigten sich
vais,du gehst
compromiso,Verpflichtung
gustas,Wie
aseguro,Ich versichere
ira,wird
promesa,versprechen
decírselo,Sag ihm
cuáles,die
compras,Einkaufen
importancia,Bedeutung
lección,Lektion
hablaré,Ich werde sprechen
hacerse,gemacht werden
personalmente,persönlich
roger,Roger
luke,Lukas
bolsillo,Tasche
enojado,verärgert
desgracia,Unglück
artículo,Artikel
labios,Lippen
cola,Schwanz
estemos,Lasst uns
whisky,Whiskey
taza,Schüssel
despues,später
gary,Gary
preguntarte,Frag dich
pelota,Ball
caminando,gehen
andar,Spaziergang
crea,schafft
chaqueta,Jacke
importaría,Geist zu
den,Höhle
llegará,erreichen
interesado,interessiert
atrapado,erwischt
supiera,wusste
matarlo,töte ihn
árboles,Bäume
obvio,offensichtlich
amaba,ich liebte
hablaremos,wir werden reden
entrenamiento,Ausbildung
pescado,Fische
últimas,Letzte
pobres,Arm
dioses,Götter
nerviosa,nervös
vueltas,Runden
encontrarlo,finde ihn
autos,Autos
alice,Alice
preguntarle,Frag ihn
lucy,Lucy
abrigo,Mantel
okay,OK
estudiar,studieren
b,b
sonrisa,lächeln
cobarde,Feigling
olvida,Vergessen
secundaria,sekundär
descubierto,entdeckt
convirtió,umgewandelt
coches,Autos
venía,kam
josh,Josh
charla,Plaudern
vives,leben Sie
bruja,Hexe
c,c
celular,Mobiltelefon
rose,Rose
rompió,Pleite
andando,gehen
vean,Sehen
conseguiste,Du hast
susan,Susan
veinte,zwanzig
encargo,aufladen
matarte,töte dich
palacio,Palast
convierte,Konvertieren
ja,Ha
vivos,am Leben
pasamos,Wir haben bestanden
firme,Schild
daría,Würde geben
piense,Denken
oigo,ich höre
phil,Phil
sorprende,Überraschung
alemanes,Deutsche
milagro,Wunder
soportar,aushalten
dejaron,Sie gingen
smith,Schmied
disculpen,Verzeihung
moda,Mode
despacho,Büro
vecinos,Nachbarn
vaso,Glas
dejarte,dich verlassen
explosión,platzen
poderes,Kräfte
regla,Regel
acaban,Sie sind fertig
copia,Kopieren
siguiendo,Folgen
viajar,Reisen
cadena,Saite
fábrica,Fabrik
mantiene,Pflege
meter,stellen
contenta,glücklich
comiendo,Essen
educación,Ausbildung
maneras,Wege
fumar,Rauchen
encantador,charmant
cuantos,viele
homicidio,Tötung
madera,Holz
mayores,größer
grado,Grad
tratamiento,Behandlung
blancos,Weiß
lord,Herr
anterior,früher
comisario,Kommissar
pizza,Pizza
millas,Meilen
tira,Streifen
fueran,Sie sind
cumplir,einhalten
plata,Silber-
quedará,Es wird bleiben
quedaré,ich werde bleiben
aléjate,wegkommen
decidir,zu entscheiden
lío,Chaos
preguntó,Ich frage
agencia,Agentur
humanidad,Menschheit
usado,Gebraucht
guardias,Wachen
parada,Pause
leyes,Rechtsvorschriften
funcionó,es funktionierte
odia,Hasst
levanta,Heben
mires,sehen
respira,Atmen
escaleras,Leitern
decisiones,Entscheidungen
queréis,Sie wollen
salvaje,wild
preguntando,fragen
pasos,Schritte
ambulancia,Ambulanz
traducción,Übersetzung
trabajado,aufgearbeitet
básicamente,Grundsätzlich
tratado,Vertrag
parado,gestoppt
especiales,Besondere
mentiroso,Lügner
libres,frei
servicios,Dienstleistungen
pedirle,Fragen Sie nach ihm
vivía,Sie lebte
medios,Medien
compra,kaufen
conocimiento,Wissen
armario,Kleiderschrank
lobo,Wolf
quedamos,wir bleiben
ciertamente,sicherlich
permitir,ermöglichen
tráfico,Verkehr
uniforme,Uniform
estuvimos,Wir waren
alemania,Deutschland
suave,glatt
propias,besitzen
balas,Kugeln
asqueroso,böse
ciento,hundert
invierno,Winter
consigo,mit ihm
encuentre,Finden
jenny,Jenny
conductor,Treiber
equipos,Ausrüstung
arena,Sand
park,Park
licencia,Lizenz
tíos,Onkel
jackson,Jackson
dijera,Sagen
espejo,Spiegel
marina,Marine
matando,Tötung
seres,Wesen
fiestas,Partys
mover,Bewegung
coincidencia,Zufall
análisis,Analyse
llegando,ankommen
azúcar,Zucker
tim,Tim
casar,heiraten
sótano,Untergeschoss
volvamos,Lass uns zurück gehen
sabrá,wirst wissen
taylor,Taylor
ocasión,Chance
cheque,überprüfen
revisar,überprüfen
ponerme,setze mich
suceder,passieren
acusado,beschuldigt
dímelo,Sag mir
quedé,Ich blieb
conciencia,Bewusstsein
doc,Dokument
pesadilla,Albtraum
sopa,Suppe
saltar,überspringen
heridas,Wunden
pienses,denken
suicidio,Selbstmord
llamarme,Ruf mich an
posibilidades,Chancen
elegido,Auserwählter
divorcio,Scheidung
registros,Aufzeichnungen
recibí,ich erhielt
joey,Joey
escuchas,Sie hören
mirad,Erblicken
pierde,Fehler
abogados,Anwälte
trataba,ich behandelte
americanos,Amerikaner
llevando,Verschleiß
miel,Honig
regrese,Ich bin zurück
dilo,Sag es
hermanas,Schwestern
alemán,Deutsch
iría,würde gehen
lady,Dame
salí,Ich ging weg
particular,besondere
miras,Sie sehen
frontera,Grenze
ventaja,Vorteil
alerta,Alarm
piscina,Schwimmbad
regalos,Geschenke
comportamiento,Verhalten
julia,Julia
señales,Signale
salimos,wir sind ausgegangen
revista,Zeitschrift
hecha,gemacht
imágenes,Bilder
llegas,du kommst an
rápida,schnell
canal,Kanal
paciencia,Geduld
sacado,herausgenommen
echo,rauswerfen
crisis,Krise
asesinos,Mörder
oíste,hast du gehört
dejando,Verlassen
estarías,Du wärst
anteriormente,bisher
vigilancia,Überwachung
desierto,Wüste
asustada,erschrocken
cuerda,Saite
míos,Mine
chuck,Futter
seguido,Folgen
seremos,Wir werden sein
morgan,Morgan
pene,Penis
despierto,Erwachen
gobernador,Gouverneur
sección,Sektion
casarme,heiraten
trabajos,Arbeitsplätze
karen,Karen
preparados,bereit
murieron,Sie starben
oso,Bär
curiosidad,Neugier
vd.,Sie.
hank,Strang
impresión,Drucken
pez,Fische
pasaba,bestanden
escuchaste,du hast zugehört
torre,Turm
sientas,Du fühlst
mentir,lügen
pasillo,Flur
juega,abspielen
suéltame,Loslassen
arresto,Festnahme
ricos,Reich
sencillo,einfach
ruta,Route
documentos,Unterlagen
enamorada,verliebt
apuesta,Wette
perdida,Verlust
vinieron,Sie kamen
ayudarnos,Hilf uns
presento,Ich präsentiere
hazme,Mach mich
leí,ich lese
virus,Virus
lárgate,Geh raus
sigan,Folgen
compró,ich kaufe
servir,Dienen
pongas,Stellen
alarma,Alarm
identidad,Identität
iguales,gleich
aviso,Warnung
aprendido,gelernt
caza,Jagd
daba,gab
muchacha,Mädchen
permanecer,bleibe
bebés,du trinkst
opciones,Optionen
responde,Antwort
vernos,sehen uns
llamaste,genannt
ponerse,etwas anziehen
sacó,Mantel
orgullo,Stolz
reales,real
esperan,warten
vuelves,Sie kommen zurück
maggie,Maggie
serlo,sein
cuantas,wie viele
enfadado,verärgert
ponen,Sie stellten sich aus
altura,Höhe
jones,Jones
archivo,"Datei, Archiv"
fred,Fred
ayudará,helfen zu
fácilmente,leicht
criatura,Kreatur
saco,Mantel
precisamente,genau
máximo,maximal
viniendo,Kommen
louis,Louis
ilegal,illegal
refiere,bezieht sich
llamamos,Wir nennen
versión,Ausführung
incendio,Feuer
preferiría,ich würde bevorzugen
gritar,schreien
recibió,Er erhielt
concierto,Konzert
casualidad,Chance
excusa,Entschuldigung
rodillas,Knie
cruz,Kreuz
dulces,süß
zorra,Fuchs
cómodo,gemütlich
cruel,grausam
sofá,Sofa
perdiste,du hast verloren
encantadora,schön
salgamos,Lasst uns gehen
sombra,Schatten
ganó,gewonnen
encantada,"freut mich, Sie kennenzulernen"
firmar,Schild
escritorio,Schreibtisch
muñeca,Handgelenk
rastro,verfolgen
gigante,Riese
pájaro,Vogel
ducha,Dusche
tomamos,wir nehmen
déjenme,verlasse mich
condición,Bedingung
recompensa,belohnen
doce,Zwölf Uhr
actor,Schauspieler
actitud,Attitüde
cuida,kümmert
salsa,Soße
hubieran,da würde sein
carlos,Charles
personaje,Charakter
dudas,Zweifel
jackie,Jackie
cambios,Änderungen
votos,Stimmen
vivido,lebendig
perdimos,Wir verloren
suficientes,genügend
entrega,Lieferung
comercial,kommerziell
decidí,ich habe mich entschieden
tribu,Stamm
pura,Rein
volveremos,wir werden zurück sein
voto,Abstimmung
amar,lieben
poderoso,kraftvoll
traigo,ich bringe
asesinatos,Morde
fresco,Kalt
privada,Privatgelände
seamos,Lass uns sein
guarda,bewachen
orgullosa,stolz
vivimos,Wir leben
difíciles,schwierig
hagámoslo,Machen wir das
jefa,Chef
trató,handeln
senador,Senator
ayudando,Portion
campeón,Champion
bebiendo,Trinken
adorable,bezaubernd
ayudó,geholfen
ciego,blind
falsa,FALSCH
jo,Jo
bestia,Tier
alteza,Hoher König
deseos,wünscht sich
episodio,Folge
celda,Zelle
llevarlo,es tragen
aguanta,halt
vengas,Du kommst
jueves,Donnerstag
montañas,Berge
pensamientos,Gedanken
medianoche,Mitternacht
llevarme,Nimm mich
garganta,Kehle
sesión,Sitzung
pensaste,Gedanke
diles,Erzähl es ihnen
muera,sterben
coma,Essen
sentimos,Wir fühlen
creas,Sie glauben
escribe,schreiben
circunstancias,Umstände
preguntado,fragte
veneno,Gift
primavera,Frühling
súper,super
vuestros,dein
queríamos,Wir wollten
aquello,das
preocuparse,sich Sorgen machen
martes,Dienstag
feo,hässlich
cristo,Christus
francisco,Francisco
howard,Howard
virgen,Jungfrau
distrito,Bezirk
decidió,Er entschied
reputación,Ruf
socorro,Hilfe
encontraré,ich werde es finden
castigo,Bestrafung
dígale,Sag ihm
límite,Grenze
junta,treffen
ponerte,anziehen
casados,verheiratet
líneas,Linien
estudios,Studien
muévanse,Bewegung
audiencia,Publikum
nació,wurde geboren
mato,Mato
jugador,Spieler
humo,Rauch
popular,Beliebt
nación,Nation
conocimos,Wir trafen uns
tropas,Truppen
sucediendo,Ereignis
explicación,Erläuterung
salen,Sie gehen
discúlpeme,Verzeihung
presentar,einführen
donna,Donna
celebrar,zelebrieren
competencia,Wettbewerb
envía,Senden
mantén,Behalten
verlos,Sehen Sie sie
biblioteca,Bibliothek
fila,die Zeile
ésto,Dies
misterio,Geheimnis
ganador,Gewinner
puerto,Hafen
vehículo,Fahrzeug
escapó,entkam
traeré,ich werde bringen
julio,Juli
lograr,erreichen
desaparecer,verschwinden
muero,ich sterbe
quítate,Entfernen
favorita,Favorit
patio,Hof
golpeó,Schlag
tontería,Belästigung
miss,Fehlschlagen
pecado,Sünde
comité,Komitee
preparada,bereit
comprado,gekauft
parezca,Es scheint
emocionante,aufregend
caras,Gesichter
rescate,Rettung
título,Titel
llegaste,du bist angekommen
decírtelo,sage dir
adivina,erraten
pánico,Panik
barry,Barry
quieran,wollen
abby,Abby
exterior,Außen
pasión,Hingabe
llegan,Sie kommen an
preparar,Konfiguration
guau,Beeindruckend
patrick,Patrick
tierras,Land
demostrar,Show
elegante,elegant
asegurarme,vergewissere dich
visitar,Besuch
asegúrate,Vergewissere dich
darles,geben Sie ihnen
cabezas,Köpfe
abra,Offen
ambiente,Umgebungs
conde,zählen
urgente,dringend
impuestos,Steuern
distinto,unterscheidbar
encantan,Sie lieben
marcas,Marken
ayudarlo,Hilf ihm
leyendo,Lektüre
adecuado,angemessen
cajas,Kisten
abandonar,Verlassen
dispara,schießen
buscamos,Wir suchen
funcionando,Arbeiten
traté,Ich habe es versucht
cia,Inc.
tomen,Nehmen
darnos,Gib uns
intentas,Sie versuchen
lily,Lilie
gustado,gefallen
jamie,Jamie
luchando,Kämpfe
apesta,stinkt
volando,fliegend
periódicos,Zeitungen
lucas,Lukas
detenido,gestoppt
curioso,neugierig
tetas,Titten
caro,teuer
asco,der Ekel
usó,verwenden
buscas,Du suchst nach
amanda,Amanda
salgo,ich gehe raus
decirnos,Erzähl uns
enseñó,Ich unterrichte
rick,Rick
mírate,schau dir zu dir
stan,Stan
debiste,Du schuldest
océano,Ozean
bolas,Bälle
nuevamente,wieder
damos,wir geben
pagado,ausbezahlt
federal,Bundes
cuán,wie
escalera,Leiter
acepto,Ich stimme zu
km,km
terapia,Therapie
lágrimas,Tränen
terreno,Land
autoridad,Behörde
encuentran,finden
roca,Stein
superficie,auftauchen
cubierta,Deck
terry,Terry
hierba,Kraut
prometido,Verlobter
crecer,aufwachsen
mental,mental
extranjero,Ausländisch
madame,Madame
prometí,ich versprach
mismas,gleich
existen,existieren
veas,gehe zu S
lento,langsam
dirige,Regie
capaces,fähig
chino,Chinesisch
vuelvan,Zurückkehren
meta,Tor
suelta,lose
despedida,Abschied
sucedido,passiert
pasta,Pasta
cristal,Kristall
vegas,Vegas
gritando,Schreiend
pare,Pause
peces,Fische
brown,Braun
guardar,sparen
podían,Sie konnten
sabían,Sie wussten
literalmente,buchstäblich
salvó,außer
aprecio,Anerkennung
fotografía,Fotografie
patrón,Muster
esposas,Frauen
king,König
desafío,Herausforderung
asombroso,toll
pedazos,Stücke
robin,Robin
sales,du gehst raus
clínica,Klinik
atrapar,Fang
experto,Experte
medida,messen
tele,Fernseher
desagradable,unangenehm
custodia,Gewahrsam
nacido,geboren
anuncio,Anzeige
física,physisch
hollywood,Hollywood
empezado,gestartet
ma,ma
fiebre,Fieber
johnson,Johnson
compañera,Partner
ayudarla,Hilf ihr
desgraciado,unglücklich
organización,Organisation
echa,Echa
mina,Mine
honestamente,Ehrlich
deuda,Schuld
digan,sagen
transporte,Transport
cocinar,Koch
delicioso,köstlich
podíamos,wir könnten
greg,Greg
dirás,Du wirst sagen
habilidades,Fähigkeiten
sentimiento,Gefühl
pudieras,Sie könnten
golpes,Hits
nadar,Schwimmen
operaciones,Operationen
admitir,zugeben
templo,Tempel
adios,Auf Wiedersehen
maravilla,Wunderbar
quita,Löschen
mate,Kamerad
piano,Klavier
bombas,Pumps
paredes,Wände
pantalla,Bildschirm
italia,Italien
pusieron,Sie stellten sich aus
